invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I308482,28,Female,77,Jewelry,1,1265.57,Cash,11-11-2023,Istinye Park
I695890,11,Male,48,Books,2,1854.81,Cash,11-12-2023,Capacity
I252483,2,Male,52,Kitchenware,3,1931.52,Cash,01-11-2024,Viaport Outlet
I584814,0,Male,80,Electronics,5,221.76,Credit Card,08-14-2023,Metrocity
I402642,70,Male,68,Sports Equipment,2,1733.58,Credit Card,10-13-2023,Marmara Forum
I167332,35,Male,33,Healthcare,7,1265.05,Cash,03-16-2024,Capacity
I278131,51,Male,71,Beauty,9,1043.09,Debit Card,02-16-2024,Zorlu Center
I347686,93,Male,59,Home Appliances,5,361.73,Debit Card,05-08-2022,Istinye Park
I809488,64,Female,67,Stationery,3,634.82,Debit Card,07-15-2022,Akasya Acıbadem
I148331,56,Female,51,Books,3,2937.07,Debit Card,08-03-2023,Kanyon
I735517,95,Female,44,Grocery,6,2657.49,Cash,06-02-2023,Zorlu Center
I905919,84,Female,72,Kitchenware,6,451.7,Credit Card,05-02-2023,Viaport Outlet
I277915,25,Male,44,Garden Supplies,2,1312.86,Credit Card,11-04-2023,Optimum Outlet
I428989,84,Female,72,Kitchenware,7,1414.56,Debit Card,08-12-2022,Metropol AVM
I963376,79,Male,42,Furniture,3,233.68,Credit Card,04-16-2024,Akasya Acıbadem
I148057,30,Male,54,Toys,7,1153.01,Debit Card,06-27-2022,Kanyon
I081504,84,Female,56,Grocery,4,2819.28,Debit Card,01-17-2023,Istanbul Sapphire
I025216,72,Female,40,Garden Supplies,8,397.93,Cash,04-22-2024,Kanyon
I891088,61,Female,32,Grocery,4,566.48,Cash,11-28-2023,Marmara Forum
I631182,83,Male,65,Shoes,9,544.12,Credit Card,03-17-2024,Akasya Acıbadem
I826713,96,Female,30,Garden Supplies,7,1900.67,Credit Card,12-08-2022,Optimum Outlet
I596294,13,Female,34,Electronics,1,2714.75,Credit Card,09-28-2022,Zorlu Center
I601443,83,Male,63,Healthcare,5,711.99,Credit Card,05-08-2023,Akasya Acıbadem
I687412,74,Female,27,Beauty,10,928.49,Cash,07-24-2022,Optimum Outlet
I142960,22,Female,47,Electronics,9,557.71,Cash,01-12-2024,Forum Istanbul
I263572,55,Female,52,Toys,4,2197.65,Debit Card,11-20-2023,Metropol AVM
I728062,32,Male,18,Jewelry,7,1450.73,Credit Card,10-02-2023,Viaport Outlet
I163482,68,Female,38,Electronics,10,1080.79,Credit Card,04-30-2022,Metrocity
I056669,53,Female,72,Sports Equipment,1,238.63,Cash,11-17-2023,Zorlu Center
I458660,9,Male,53,Toys,10,1973.41,Credit Card,04-27-2022,Istanbul Sapphire
I796696,9,Female,34,Beauty,1,1057.46,Debit Card,09-03-2023,Emaar Square Mall
I303423,55,Female,37,Healthcare,4,624.09,Debit Card,08-03-2022,Istanbul Sapphire
I603755,54,Female,36,Furniture,10,286.36,Cash,10-16-2022,Istinye Park
I106872,52,Male,80,Kitchenware,8,2431.12,Credit Card,04-30-2022,Forum Istanbul
I697450,30,Male,48,Electronics,7,2728.2,Credit Card,04-06-2023,Forum Istanbul
I353492,19,Female,46,Shoes,4,1439.31,Cash,11-07-2023,Cevahir Mall
I990725,51,Female,55,Healthcare,1,147.94,Credit Card,04-26-2022,Marmara Forum
I732110,66,Male,40,Books,1,2396.5,Cash,12-22-2022,Zorlu Center
I821203,70,Male,43,Toys,10,2131.17,Debit Card,12-04-2022,Metrocity
I912038,67,Female,56,Jewelry,7,686.64,Cash,10-19-2022,Zorlu Center
I515810,8,Female,50,Toys,6,1418.04,Credit Card,06-17-2022,Metropol AVM
I746666,50,Male,47,Furniture,6,363.68,Cash,07-17-2022,Istinye Park
I596392,52,Female,66,Healthcare,5,243.03,Credit Card,09-18-2022,Metrocity
I659134,7,Male,45,Garden Supplies,4,1571.15,Credit Card,04-09-2023,Capacity
I310956,65,Male,29,Shoes,7,2805.4,Debit Card,12-24-2022,Istinye Park
I654978,71,Female,53,Sports Equipment,7,2691.13,Cash,10-23-2023,Capacity
I246974,19,Female,18,Kitchenware,4,1613.7,Debit Card,01-19-2024,Cevahir Mall
I013644,88,Male,63,Stationery,8,471.22,Cash,12-06-2023,Marmara Forum
I878358,29,Female,26,Sports Equipment,3,1515.86,Credit Card,09-01-2023,Metrocity
I648136,16,Female,62,Books,9,1123.07,Debit Card,04-04-2023,Viaport Outlet
I898226,12,Male,19,Beauty,6,1917.58,Debit Card,03-26-2023,Mall of Istanbul
I459841,35,Female,61,Jewelry,2,935.53,Credit Card,05-06-2022,Emaar Square Mall
I045499,94,Male,40,Jewelry,5,1841.33,Debit Card,05-22-2022,Marmara Forum
I513859,9,Female,29,Sports Equipment,6,2837.83,Credit Card,08-21-2023,Mall of Istanbul
I504029,67,Male,52,Jewelry,10,1668.25,Cash,10-20-2023,Istinye Park
I485298,85,Male,46,Home Appliances,10,522.0,Debit Card,01-14-2024,Cevahir Mall
I643148,37,Female,36,Shoes,10,1512.79,Cash,11-10-2022,Metropol AVM
I633098,66,Male,57,Clothing,7,1453.34,Credit Card,12-11-2023,Mall of Istanbul
I705173,56,Male,43,Electronics,7,1840.9,Credit Card,05-16-2023,Metropol AVM
I660119,72,Male,75,Kitchenware,3,157.36,Debit Card,05-08-2022,Optimum Outlet
I645360,96,Male,21,Books,8,2851.96,Debit Card,01-13-2023,Mall of Istanbul
I967939,75,Female,66,Beauty,3,855.21,Debit Card,09-15-2023,Kanyon
I012139,36,Male,33,Toys,9,1564.08,Cash,04-18-2024,Kanyon
I537276,81,Male,66,Grocery,3,1787.08,Debit Card,03-08-2023,Mall of Istanbul
I533432,54,Female,61,Kitchenware,1,2045.33,Cash,09-03-2022,Emaar Square Mall
I762033,24,Male,68,Garden Supplies,7,1216.19,Debit Card,04-27-2022,Mall of Istanbul
I759951,1,Male,37,Stationery,4,2835.44,Debit Card,10-18-2023,Kanyon
I666746,56,Female,25,Grocery,3,999.98,Cash,07-07-2023,Akasya Acıbadem
I468440,56,Male,54,Books,6,2229.48,Credit Card,11-25-2022,Akasya Acıbadem
I782939,20,Female,37,Home Appliances,4,742.17,Cash,07-24-2023,Optimum Outlet
I772369,87,Male,51,Sports Equipment,9,2073.01,Credit Card,02-18-2023,Forum Istanbul
I865673,19,Male,76,Shoes,9,136.99,Debit Card,07-30-2022,Emaar Square Mall
I472216,39,Male,77,Stationery,4,2746.34,Debit Card,03-23-2024,Mall of Istanbul
I036009,61,Female,25,Toys,6,1923.01,Cash,03-18-2024,Viaport Outlet
I891159,0,Female,65,Electronics,9,1330.56,Debit Card,06-24-2023,Metropol AVM
I228771,99,Male,41,Grocery,8,2666.16,Debit Card,09-26-2023,Istanbul Sapphire
I555381,52,Female,38,Healthcare,6,2427.23,Debit Card,07-30-2023,Akasya Acıbadem
I127618,77,Male,47,Grocery,9,1790.14,Cash,04-28-2022,Akasya Acıbadem
I001207,12,Male,27,Furniture,6,1285.64,Credit Card,07-31-2022,Istanbul Sapphire
I637750,3,Female,78,Grocery,5,1581.09,Debit Card,12-16-2023,Emaar Square Mall
I220195,31,Male,32,Books,1,2507.82,Credit Card,01-04-2023,Cevahir Mall
I042346,53,Male,27,Garden Supplies,10,810.79,Cash,10-13-2023,Marmara Forum
I169312,21,Female,33,Jewelry,2,1319.02,Credit Card,01-27-2024,Optimum Outlet
I016708,73,Female,54,Furniture,5,284.13,Credit Card,10-30-2023,Istinye Park
I331013,77,Female,45,Kitchenware,1,132.24,Cash,10-10-2022,Forum Istanbul
I626990,36,Male,31,Grocery,4,71.19,Credit Card,01-23-2024,Mall of Istanbul
I783728,71,Female,73,Grocery,6,1725.48,Credit Card,11-01-2023,Cevahir Mall
I501069,54,Male,46,Furniture,8,2696.35,Debit Card,08-04-2022,Viaport Outlet
I129561,94,Male,77,Garden Supplies,8,29.24,Cash,12-12-2023,Mall of Istanbul
I614541,31,Female,53,Jewelry,5,104.47,Debit Card,08-03-2023,Kanyon
I731720,1,Female,71,Toys,4,2252.45,Debit Card,08-23-2022,Marmara Forum
I930702,18,Female,36,Sports Equipment,1,1649.69,Credit Card,02-01-2024,Mall of Istanbul
I707965,69,Female,40,Sports Equipment,6,1554.13,Debit Card,11-26-2022,Optimum Outlet
I702783,88,Male,21,Shoes,4,2558.2,Credit Card,01-31-2023,Capacity
I840604,31,Male,21,Stationery,10,2040.78,Cash,05-14-2023,Capacity
I372070,15,Female,47,Grocery,2,1663.85,Credit Card,08-26-2023,Capacity
I395757,33,Female,38,Grocery,10,1175.82,Cash,09-18-2023,Emaar Square Mall
I755041,53,Male,29,Shoes,10,1118.34,Credit Card,05-21-2023,Forum Istanbul
I709861,48,Female,53,Home Appliances,7,570.75,Credit Card,04-28-2022,Istanbul Sapphire
I722508,40,Male,28,Kitchenware,6,2906.51,Credit Card,03-28-2023,Capacity
I476768,61,Male,48,Jewelry,7,1921.61,Debit Card,01-19-2024,Kanyon
I036700,30,Female,80,Jewelry,2,894.36,Debit Card,08-27-2022,Cevahir Mall
I102552,46,Female,71,Kitchenware,10,1784.16,Debit Card,10-21-2023,Akasya Acıbadem
I018405,39,Female,31,Stationery,6,473.86,Debit Card,05-08-2023,Emaar Square Mall
I910176,36,Male,52,Books,10,2753.15,Credit Card,04-14-2024,Istanbul Sapphire
I485859,43,Female,74,Healthcare,8,879.22,Credit Card,03-21-2024,Akasya Acıbadem
I509484,84,Male,53,Home Appliances,7,140.83,Credit Card,02-14-2023,Metrocity
I170394,24,Female,25,Home Appliances,3,1305.09,Debit Card,01-11-2024,Zorlu Center
I887723,98,Male,26,Kitchenware,2,2893.24,Debit Card,02-27-2023,Kanyon
I453792,58,Male,18,Jewelry,4,1358.34,Credit Card,06-09-2022,Istinye Park
I269369,11,Female,24,Electronics,9,1733.19,Cash,08-11-2022,Viaport Outlet
I958162,96,Male,77,Grocery,9,618.74,Debit Card,10-15-2022,Zorlu Center
I847289,49,Female,63,Healthcare,6,1181.14,Credit Card,09-18-2023,Mall of Istanbul
I120178,54,Male,39,Clothing,3,440.82,Debit Card,09-10-2022,Metrocity
I379166,46,Female,47,Home Appliances,10,2736.4,Credit Card,09-02-2023,Optimum Outlet
I442244,32,Female,79,Electronics,10,781.76,Debit Card,12-10-2022,Istinye Park
I135065,73,Female,76,Sports Equipment,9,2508.26,Debit Card,07-30-2023,Kanyon
I985746,94,Female,79,Kitchenware,6,2089.59,Debit Card,01-20-2024,Optimum Outlet
I420589,17,Male,68,Grocery,3,107.33,Credit Card,12-07-2022,Kanyon
I547998,41,Male,65,Shoes,3,1792.03,Credit Card,08-27-2023,Kanyon
I929821,5,Male,47,Electronics,3,680.44,Cash,08-04-2023,Mall of Istanbul
I016913,97,Male,22,Sports Equipment,5,2202.99,Credit Card,07-28-2023,Akasya Acıbadem
I672788,1,Male,59,Books,10,226.59,Debit Card,08-30-2023,Capacity
I716515,61,Female,19,Stationery,10,543.8,Cash,05-17-2023,Viaport Outlet
I420789,58,Female,20,Stationery,4,1875.67,Credit Card,09-22-2022,Viaport Outlet
I915396,4,Female,44,Furniture,2,1333.04,Debit Card,01-01-2024,Capacity
I582061,76,Female,49,Toys,8,144.82,Debit Card,07-03-2022,Optimum Outlet
I684254,29,Male,68,Healthcare,3,2404.77,Credit Card,06-23-2022,Metrocity
I753396,92,Female,24,Shoes,4,2265.76,Cash,03-16-2023,Marmara Forum
I554433,45,Female,40,Jewelry,9,141.09,Cash,12-26-2022,Marmara Forum
I951504,46,Female,44,Electronics,10,680.43,Cash,02-06-2023,Marmara Forum
I817827,16,Female,59,Beauty,6,416.24,Credit Card,02-27-2024,Capacity
I330637,62,Male,48,Beauty,4,2299.7,Cash,05-07-2023,Forum Istanbul
I662215,91,Female,67,Beauty,4,2946.13,Cash,05-25-2022,Akasya Acıbadem
I653449,13,Female,44,Jewelry,10,2399.96,Credit Card,08-14-2022,Optimum Outlet
I225981,65,Male,18,Home Appliances,5,1752.59,Debit Card,11-03-2022,Marmara Forum
I422528,5,Male,44,Shoes,9,1769.09,Debit Card,08-12-2023,Optimum Outlet
I233667,1,Female,46,Sports Equipment,7,597.87,Cash,07-31-2023,Optimum Outlet
I293337,75,Male,80,Clothing,5,2427.02,Cash,06-07-2023,Metrocity
I362282,52,Male,46,Books,1,2881.84,Debit Card,03-06-2024,Marmara Forum
I823226,47,Male,36,Kitchenware,6,2592.94,Cash,11-07-2022,Emaar Square Mall
I054785,15,Male,27,Sports Equipment,1,375.15,Debit Card,11-28-2022,Akasya Acıbadem
I630872,9,Male,21,Toys,10,1402.71,Credit Card,04-18-2023,Istanbul Sapphire
I211898,27,Male,62,Shoes,5,2009.76,Debit Card,05-12-2022,Forum Istanbul
I174646,44,Female,44,Books,5,2530.08,Credit Card,01-04-2023,Metropol AVM
I425551,14,Male,19,Stationery,9,2353.65,Cash,12-28-2023,Emaar Square Mall
I618542,95,Female,77,Books,2,2523.66,Debit Card,11-19-2023,Mall of Istanbul
I970988,66,Female,40,Healthcare,5,1280.99,Credit Card,07-25-2022,Istinye Park
I397759,22,Male,71,Beauty,3,1255.75,Credit Card,02-22-2023,Cevahir Mall
I133086,61,Male,77,Clothing,7,2555.76,Cash,03-30-2024,Capacity
I799628,95,Male,72,Jewelry,6,2000.17,Debit Card,07-12-2022,Istanbul Sapphire
I943390,18,Male,54,Sports Equipment,9,1562.4,Cash,11-08-2022,Istanbul Sapphire
I768116,43,Male,45,Books,3,2533.9,Credit Card,02-27-2023,Metrocity
I593034,83,Female,47,Garden Supplies,6,2489.46,Credit Card,03-12-2023,Zorlu Center
I648871,55,Female,37,Clothing,5,2261.39,Credit Card,05-12-2022,Istinye Park
I431699,53,Male,60,Healthcare,1,2323.06,Credit Card,05-11-2023,Viaport Outlet
I327104,75,Male,79,Beauty,5,2284.37,Cash,03-18-2024,Metrocity
I893793,24,Female,76,Jewelry,7,2209.95,Debit Card,09-23-2023,Cevahir Mall
I355052,60,Male,77,Toys,3,82.94,Cash,04-04-2024,Marmara Forum
I302074,62,Male,36,Stationery,5,2649.56,Cash,11-16-2023,Akasya Acıbadem
I090680,30,Female,77,Stationery,6,1443.68,Credit Card,04-27-2022,Cevahir Mall
I618573,19,Male,74,Books,3,90.15,Credit Card,08-30-2023,Viaport Outlet
I852152,55,Male,38,Home Appliances,4,765.61,Cash,12-22-2023,Istinye Park
I137321,22,Female,69,Garden Supplies,5,2722.21,Credit Card,11-17-2022,Mall of Istanbul
I881712,59,Male,79,Books,8,2585.69,Credit Card,04-09-2023,Cevahir Mall
I060529,73,Female,66,Sports Equipment,3,962.45,Cash,03-18-2024,Forum Istanbul
I568447,50,Male,71,Sports Equipment,5,2756.54,Cash,06-11-2023,Metropol AVM
I442032,7,Male,30,Books,5,1818.28,Debit Card,11-28-2023,Zorlu Center
I298651,74,Female,64,Healthcare,8,1731.69,Cash,12-08-2023,Capacity
I939944,26,Male,68,Shoes,2,1176.79,Debit Card,06-13-2022,Akasya Acıbadem
I890911,27,Male,79,Shoes,3,2928.26,Cash,06-29-2023,Marmara Forum
I394581,48,Male,22,Sports Equipment,2,2651.89,Debit Card,12-28-2023,Istanbul Sapphire
I150294,100,Male,49,Clothing,8,1997.17,Cash,06-13-2023,Istanbul Sapphire
I240989,88,Male,61,Healthcare,1,252.31,Cash,03-19-2023,Mall of Istanbul
I273002,74,Male,55,Clothing,2,1325.64,Debit Card,08-13-2023,Istanbul Sapphire
I654490,26,Male,18,Furniture,9,59.65,Cash,12-13-2022,Viaport Outlet
I026761,95,Male,22,Stationery,1,2416.87,Cash,08-06-2023,Istanbul Sapphire
I228926,100,Male,25,Kitchenware,2,481.73,Cash,04-10-2023,Forum Istanbul
I790025,11,Male,43,Shoes,3,1274.56,Cash,06-06-2022,Metropol AVM
I422967,45,Male,24,Grocery,5,606.71,Debit Card,03-15-2023,Metropol AVM
I996389,31,Female,38,Books,1,471.53,Credit Card,09-28-2023,Capacity
I163850,27,Female,38,Sports Equipment,1,2207.98,Debit Card,09-20-2022,Zorlu Center
I488808,65,Female,22,Home Appliances,10,1847.74,Cash,07-15-2023,Istanbul Sapphire
I646589,2,Male,70,Books,7,2666.9,Cash,10-16-2023,Mall of Istanbul
I626873,47,Male,19,Furniture,10,2843.18,Cash,09-15-2023,Optimum Outlet
I111918,16,Female,54,Healthcare,4,2892.75,Debit Card,10-28-2023,Metropol AVM
I115650,54,Male,29,Garden Supplies,2,288.77,Cash,03-31-2023,Kanyon
I960041,57,Female,26,Beauty,3,766.34,Debit Card,05-10-2023,Akasya Acıbadem
I483546,85,Male,54,Home Appliances,4,1373.51,Cash,03-05-2023,Kanyon
I205681,37,Male,23,Healthcare,1,1930.86,Credit Card,02-15-2024,Kanyon
I846542,70,Female,26,Furniture,2,1178.19,Debit Card,11-23-2023,Marmara Forum
I070395,14,Female,68,Shoes,2,389.24,Cash,05-04-2022,Emaar Square Mall
I979739,43,Female,78,Kitchenware,8,717.87,Debit Card,02-16-2023,Optimum Outlet
I349496,43,Male,64,Beauty,8,964.38,Credit Card,04-29-2023,Emaar Square Mall
I401295,46,Male,52,Garden Supplies,4,945.4,Cash,01-25-2024,Viaport Outlet
I919901,33,Male,75,Clothing,4,1335.54,Credit Card,03-07-2024,Istinye Park
I222608,18,Female,48,Shoes,6,2420.48,Credit Card,06-02-2022,Istanbul Sapphire
I410402,67,Female,75,Healthcare,2,2928.12,Debit Card,10-20-2023,Cevahir Mall
I723667,38,Male,39,Toys,5,2592.11,Credit Card,08-14-2023,Cevahir Mall
I247364,71,Female,64,Electronics,7,268.83,Debit Card,09-01-2022,Mall of Istanbul
I777760,11,Male,36,Shoes,10,1146.36,Credit Card,11-06-2023,Forum Istanbul
I422733,31,Female,72,Jewelry,9,1588.86,Debit Card,01-17-2023,Forum Istanbul
I546707,66,Female,63,Stationery,8,2287.15,Cash,05-11-2023,Capacity
I314737,11,Female,40,Grocery,10,1932.68,Debit Card,07-12-2022,Mall of Istanbul
I681034,15,Male,24,Electronics,10,331.82,Cash,09-25-2023,Forum Istanbul
I450421,55,Male,35,Furniture,3,570.13,Debit Card,01-24-2023,Zorlu Center
I086698,75,Male,66,Kitchenware,6,2116.52,Cash,01-22-2024,Viaport Outlet
I041351,54,Female,60,Books,7,157.36,Debit Card,11-28-2022,Cevahir Mall
I606705,7,Female,79,Stationery,1,508.52,Credit Card,07-14-2023,Istanbul Sapphire
I219936,26,Female,59,Toys,1,2793.68,Debit Card,03-22-2023,Kanyon
I910106,50,Male,75,Electronics,3,2512.06,Debit Card,03-14-2023,Zorlu Center
I722373,46,Male,30,Clothing,9,1691.44,Credit Card,08-20-2022,Metropol AVM
I733153,48,Female,40,Toys,5,2868.93,Debit Card,04-03-2023,Istanbul Sapphire
I188125,19,Female,18,Clothing,7,842.6,Debit Card,06-26-2022,Kanyon
I315302,64,Female,41,Jewelry,7,1509.27,Cash,01-31-2023,Marmara Forum
I349671,58,Male,63,Garden Supplies,8,2863.77,Cash,04-20-2024,Forum Istanbul
I685201,91,Male,22,Books,2,2843.78,Credit Card,10-12-2022,Optimum Outlet
I012610,17,Female,65,Shoes,5,2255.4,Debit Card,08-30-2023,Akasya Acıbadem
I287158,35,Female,23,Stationery,5,2970.04,Debit Card,11-20-2022,Zorlu Center
I362808,100,Female,20,Home Appliances,6,1428.93,Debit Card,04-14-2024,Metrocity
I263524,84,Male,62,Sports Equipment,1,2892.34,Credit Card,03-15-2023,Cevahir Mall
I407297,57,Male,45,Clothing,3,2403.58,Debit Card,01-30-2024,Metrocity
I354747,100,Female,22,Home Appliances,8,2980.13,Cash,06-21-2022,Optimum Outlet
I253118,52,Female,25,Shoes,9,928.1,Debit Card,04-05-2024,Mall of Istanbul
I830523,45,Female,64,Books,2,1051.02,Debit Card,12-07-2023,Cevahir Mall
I009792,7,Male,73,Books,4,575.17,Credit Card,11-18-2023,Kanyon
I572475,14,Male,24,Kitchenware,1,152.32,Cash,05-08-2022,Forum Istanbul
I661870,21,Male,46,Toys,5,2748.29,Credit Card,04-11-2024,Capacity
I210847,43,Male,28,Jewelry,8,943.71,Cash,10-19-2022,Metropol AVM
I506479,65,Male,51,Garden Supplies,4,538.91,Cash,07-05-2022,Akasya Acıbadem
I951269,88,Male,44,Kitchenware,9,2381.86,Debit Card,07-23-2023,Kanyon
I423594,98,Male,21,Garden Supplies,2,2834.96,Credit Card,04-24-2023,Istanbul Sapphire
I417696,40,Female,37,Books,4,1923.07,Debit Card,02-17-2023,Istanbul Sapphire
I632725,36,Female,54,Grocery,9,2337.64,Cash,12-13-2023,Optimum Outlet
I169678,60,Male,61,Jewelry,9,1976.51,Cash,11-18-2022,Cevahir Mall
I221994,90,Female,45,Furniture,9,579.64,Debit Card,10-07-2023,Kanyon
I992382,16,Male,56,Books,8,1293.93,Debit Card,05-30-2023,Marmara Forum
I703097,93,Male,32,Shoes,5,907.84,Credit Card,05-13-2023,Emaar Square Mall
I800282,19,Male,46,Kitchenware,2,147.6,Cash,04-23-2024,Viaport Outlet
I224003,96,Female,49,Clothing,7,2968.97,Credit Card,07-23-2022,Akasya Acıbadem
I011319,53,Female,23,Beauty,9,1895.4,Debit Card,02-29-2024,Mall of Istanbul
I178641,83,Female,24,Furniture,4,1705.31,Credit Card,08-20-2022,Istanbul Sapphire
I522947,86,Female,43,Clothing,1,476.78,Credit Card,05-22-2022,Optimum Outlet
I251434,42,Female,24,Beauty,6,1774.79,Credit Card,12-26-2023,Akasya Acıbadem
I752744,40,Male,57,Books,9,2600.49,Cash,08-29-2022,Istinye Park
I287786,54,Male,30,Grocery,4,1503.24,Debit Card,01-04-2024,Viaport Outlet
I151068,11,Female,19,Garden Supplies,3,1144.32,Credit Card,09-16-2023,Mall of Istanbul
I763427,93,Female,61,Garden Supplies,2,2583.66,Debit Card,08-03-2023,Optimum Outlet
I826585,46,Male,26,Shoes,5,391.65,Cash,01-29-2023,Zorlu Center
I301064,72,Female,42,Garden Supplies,7,856.12,Debit Card,12-18-2023,Cevahir Mall
I396873,66,Male,70,Stationery,4,796.95,Debit Card,04-05-2023,Marmara Forum
I759349,65,Female,56,Home Appliances,8,2803.19,Cash,01-10-2023,Istinye Park
I061972,68,Male,63,Clothing,4,1260.22,Cash,05-31-2022,Metrocity
I933549,11,Male,33,Books,9,74.28,Cash,11-16-2023,Emaar Square Mall
I904299,17,Male,19,Clothing,9,134.13,Cash,12-17-2023,Istanbul Sapphire
I005556,13,Male,68,Books,4,354.15,Credit Card,01-05-2024,Emaar Square Mall
I309599,51,Male,27,Garden Supplies,5,849.3,Cash,04-14-2024,Kanyon
I766212,57,Female,23,Toys,5,2700.01,Cash,09-11-2022,Istanbul Sapphire
I841556,94,Male,38,Clothing,7,2268.53,Debit Card,11-29-2023,Metrocity
I303315,44,Female,77,Jewelry,1,675.83,Cash,12-18-2022,Marmara Forum
I019868,50,Male,65,Grocery,1,1091.28,Credit Card,09-09-2022,Marmara Forum
I897941,43,Female,22,Furniture,2,1428.16,Debit Card,02-15-2023,Istanbul Sapphire
I466064,37,Female,68,Stationery,10,1598.18,Debit Card,08-16-2023,Zorlu Center
I950511,26,Female,47,Healthcare,7,365.61,Cash,07-24-2022,Viaport Outlet
I925989,39,Female,79,Jewelry,1,353.15,Credit Card,05-25-2023,Mall of Istanbul
I760855,76,Male,29,Kitchenware,4,2859.52,Cash,06-09-2022,Metrocity
I815606,81,Male,19,Furniture,10,2075.35,Credit Card,03-19-2024,Forum Istanbul
I820861,28,Male,43,Furniture,10,2773.04,Debit Card,11-05-2022,Marmara Forum
I328718,61,Female,63,Clothing,5,1075.77,Credit Card,03-22-2024,Zorlu Center
I016969,88,Female,52,Electronics,3,1389.85,Cash,08-21-2022,Cevahir Mall
I408440,9,Male,40,Sports Equipment,6,1057.6,Cash,03-31-2024,Forum Istanbul
I831092,82,Female,61,Electronics,5,534.13,Cash,10-05-2023,Istinye Park
I410551,1,Male,41,Furniture,3,684.69,Cash,03-05-2024,Istinye Park
I440152,40,Male,30,Grocery,3,180.64,Credit Card,04-20-2023,Marmara Forum
I291987,5,Female,78,Home Appliances,4,1496.04,Cash,05-15-2022,Optimum Outlet
I457235,17,Female,29,Shoes,8,1692.36,Cash,03-16-2024,Cevahir Mall
I571000,78,Female,64,Sports Equipment,9,793.8,Debit Card,06-08-2022,Forum Istanbul
I258958,47,Female,18,Clothing,7,1305.89,Cash,08-02-2022,Forum Istanbul
I613886,5,Female,50,Home Appliances,2,2306.53,Cash,05-26-2022,Capacity
I720126,72,Female,62,Garden Supplies,6,1361.56,Debit Card,05-13-2022,Optimum Outlet
I620887,84,Female,62,Electronics,5,2789.61,Credit Card,04-09-2024,Istinye Park
I062481,8,Male,30,Furniture,4,2149.08,Cash,06-21-2023,Capacity
I003818,95,Female,51,Furniture,9,1865.73,Cash,07-15-2022,Optimum Outlet
I184254,75,Female,46,Toys,4,774.41,Credit Card,06-22-2023,Istanbul Sapphire
